,2016,2015,2014,2013,2012,2011,2010,2009,2008,2021,2020,2019,2018,2017,2022,1996,2007,2006,2005,2004,2003,2002,2001,1998,1997,2000,1999,1995
1073349,https://www.sec.gov/Archives/edgar/data/1073349/000119312516694935/0001193125-16-694935-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000119312515306606/0001193125-15-306606-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000119312514324477/0001193125-14-324477-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000119312513351488/0001193125-13-351488-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000119312512369412/0001193125-12-369412-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1073349/000107334921000114/0001073349-21-000114-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000107334920000095/0001073349-20-000095-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000107334919000054/0001073349-19-000054-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000119312518261251/0001193125-18-261251-index.htm,https://www.sec.gov/Archives/edgar/data/1073349/000119312517269991/0001193125-17-269991-index.htm,,,,,,,,,,,,,,
1021435,https://www.sec.gov/Archives/edgar/data/1021435/000149315216008418/0001493152-16-008418-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000143774915006422/0001437749-15-006422-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000143774914005539/0001437749-14-005539-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000114036113014820/0001140361-13-014820-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000102143512000017/0001021435-12-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000102143511000004/0001021435-11-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000102143510000004/0001021435-10-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000102143509000013/0001021435-09-000013-index.htm,,https://www.sec.gov/Archives/edgar/data/1021435/000149315221007517/0001493152-21-007517-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000149315220006399/0001493152-20-006399-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000149315219004622/0001493152-19-004622-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000149315218005358/0001493152-18-005358-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000149315217003667/0001493152-17-003667-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1021435/000102143505000019/0001021435-05-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000102143504000012/0001021435-04-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1021435/000102143503000002/0001021435-03-000002-index.htm,,,,,,,
0001725057,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001725057/000156459021009508/0001564590-21-009508-index.htm,https://www.sec.gov/Archives/edgar/data/0001725057/000156459020007850/0001564590-20-007850-index.htm,https://www.sec.gov/Archives/edgar/data/0001725057/000156459019005517/0001564590-19-005517-index.htm,,,https://www.sec.gov/Archives/edgar/data/0001725057/000095017022002143/0000950170-22-002143-index.htm,,,,,,,,,,,,,
1393052,https://www.sec.gov/Archives/edgar/data/1393052/000156459016015753/0001564590-16-015753-index.htm,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1393052/000139305221000015/0001393052-21-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1393052/000162828020004385/0001628280-20-004385-index.htm,https://www.sec.gov/Archives/edgar/data/1393052/000156459019009853/0001564590-19-009853-index.htm,https://www.sec.gov/Archives/edgar/data/1393052/000156459018007164/0001564590-18-007164-index.htm,https://www.sec.gov/Archives/edgar/data/1393052/000156459017005637/0001564590-17-005637-index.htm,,,,,,,,,,,,,,
1019671,https://www.sec.gov/Archives/edgar/data/1019671/000119312516538823/0001193125-16-538823-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000119312515121530/0001193125-15-121530-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000119312514131604/0001193125-14-131604-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000114420413020984/0001144204-13-020984-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000114420412020320/0001144204-12-020320-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000114420411022072/0001144204-11-022072-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000120677410000882/0001206774-10-000882-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000120677409000779/0001206774-09-000779-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000119312508080867/0001193125-08-080867-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000156459021018886/0001564590-21-018886-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000156459020017461/0001564590-20-017461-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000156459019011518/0001564590-19-011518-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000156459018008250/0001564590-18-008250-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000119312517126138/0001193125-17-126138-index.htm,,,https://www.sec.gov/Archives/edgar/data/1019671/000119312507081018/0001193125-07-081018-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000119312506081375/0001193125-06-081375-index.htm,https://www.sec.gov/Archives/edgar/data/1019671/000119312505077526/0001193125-05-077526-index.htm,,,,,,,,,
1107843,https://www.sec.gov/Archives/edgar/data/1107843/000110784316000022/0001107843-16-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000110784315000003/0001107843-15-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000110784314000004/0001107843-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000110784313000003/0001107843-13-000003-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/1107843/000143774921003648/0001437749-21-003648-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000162828020001963/0001628280-20-001963-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000162828019002099/0001628280-19-002099-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000110784318000003/0001107843-18-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000110784317000003/0001107843-17-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1107843/000143774922004075/0001437749-22-004075-index.htm,,,,,,,,,,,,,
1803696,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1803696/000156459021009444/0001564590-21-009444-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1803696/000156459022006778/0001564590-22-006778-index.htm,,,,,,,,,,,,,
1804591,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1804591/000119312521092793/0001193125-21-092793-index.htm,,,,,,,,,,,,,,,,,,
929940,https://www.sec.gov/Archives/edgar/data/929940/000162828016018906/0001628280-16-018906-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000104746915006824/0001047469-15-006824-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000104746914006959/0001047469-14-006959-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000104746913008484/0001047469-13-008484-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000114036112037959/0001140361-12-037959-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000104746911007601/0001047469-11-007601-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000104746910007845/0001047469-10-007845-index.htm,,,https://www.sec.gov/Archives/edgar/data/929940/000092994021000060/0000929940-21-000060-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000092994020000069/0000929940-20-000069-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000092994019000038/0000929940-19-000038-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000092994018000023/0000929940-18-000023-index.htm,https://www.sec.gov/Archives/edgar/data/929940/000092994017000024/0000929940-17-000024-index.htm,,,,,,,,,,,,,,
1389067,https://www.sec.gov/Archives/edgar/data/1389067/000147793216011172/0001477932-16-011172-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000147793215001840/0001477932-15-001840-index.htm,,https://www.sec.gov/Archives/edgar/data/1389067/000121478213000188/0001214782-13-000188-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000143209312000256/0001432093-12-000256-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000143209311000301/0001432093-11-000301-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000143209310000292/0001432093-10-000292-index.htm,,https://www.sec.gov/Archives/edgar/data/1389067/000109230608000736/0001092306-08-000736-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000147793221001762/0001477932-21-001762-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000147793220001617/0001477932-20-001617-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000147793219001766/0001477932-19-001766-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000147793218001556/0001477932-18-001556-index.htm,https://www.sec.gov/Archives/edgar/data/1389067/000147793217001802/0001477932-17-001802-index.htm,,,,,,,,,,,,,,
1341439,https://www.sec.gov/Archives/edgar/data/1341439/000119312516628942/0001193125-16-628942-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312515235239/0001193125-15-235239-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312514251351/0001193125-14-251351-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312513272832/0001193125-13-272832-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312512284007/0001193125-12-284007-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/0001564590-21-033616-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/0001564590-20-030125-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/0001564590-19-023119-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312518201034/0001193125-18-201034-index.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/0001193125-17-214833-index.htm,,,,,,,,,,,,,,
860731,https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/0001564590-16-013137-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000156459015000744/0001564590-15-000744-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000119312514058350/0001193125-14-058350-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000119312513067262/0001193125-13-067262-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000119312512075092/0001193125-12-075092-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/860731/000086073121000014/0000860731-21-000014-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000086073120000008/0000860731-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000086073119000009/0000860731-19-000009-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000086073118000011/0000860731-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/0000860731-17-000006-index.htm,https://www.sec.gov/Archives/edgar/data/860731/000086073122000011/0000860731-22-000011-index.htm,,,,,,,,,,,,,
1031308,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1031308/000162828021003727/0001628280-21-003727-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1031308/000162828022004474/0001628280-22-004474-index.htm,,,,,,,,,,,,,
922521,https://www.sec.gov/Archives/edgar/data/922521/000092252116000034/0000922521-16-000034-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092252115000005/0000922521-15-000005-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000144530514001027/0001445305-14-001027-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189513000620/0000921895-13-000620-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189512000511/0000921895-12-000511-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189511000516/0000921895-11-000516-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189510000327/0000921895-10-000327-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189509000716/0000921895-09-000716-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189508000808/0000921895-08-000808-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000162828021004460/0001628280-21-004460-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000162828020003823/0001628280-20-003823-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000162828019003503/0001628280-19-003503-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000162828018003907/0001628280-18-003907-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092252117000004/0000922521-17-000004-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000162828022005808/0001628280-22-005808-index.htm,,https://www.sec.gov/Archives/edgar/data/922521/000092189507000565/0000921895-07-000565-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189506000713/0000921895-06-000713-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189505000338/0000921895-05-000338-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189504000332/0000921895-04-000332-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189503000118/0000921895-03-000118-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000092189502000146/0000921895-02-000146-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000105394901500034/0001053949-01-500034-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000095000598000321/0000950005-98-000321-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000095000597000330/0000950005-97-000330-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000101287000000272/0001012870-00-000272-index.htm,https://www.sec.gov/Archives/edgar/data/922521/000095000599000283/0000950005-99-000283-index.htm,
1029744,https://www.sec.gov/Archives/edgar/data/1029744/000102974416000025/0001029744-16-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312515400164/0001193125-15-400164-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312514445355/0001193125-14-445355-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312513484680/0001193125-13-484680-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312512500121/0001193125-12-500121-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312511319867/0001193125-11-319867-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312510266525/0001193125-10-266525-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312509247521/0001193125-09-247521-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312508248977/0001193125-08-248977-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000143774921028230/0001437749-21-028230-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000143774920025808/0001437749-20-025808-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000102974419000038/0001029744-19-000038-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000102974418000006/0001029744-18-000006-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1029744/000119312507258075/0001193125-07-258075-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312506237294/0001193125-06-237294-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312505239212/0001193125-05-239212-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312504207362/0001193125-04-207362-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000119312503098908/0001193125-03-098908-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000095013102005040/0000950131-02-005040-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1029744/000095013100006970/0000950131-00-006970-index.htm,https://www.sec.gov/Archives/edgar/data/1029744/000095013199006714/0000950131-99-006714-index.htm,
0001280058,https://www.sec.gov/Archives/edgar/data/0001280058/000128005816000045/0001280058-16-000045-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005815000007/0001280058-15-000007-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005814000005/0001280058-14-000005-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005813000005/0001280058-13-000005-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000119312512088252/0001193125-12-088252-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000119312511051808/0001193125-11-051808-index.htm,,,,https://www.sec.gov/Archives/edgar/data/0001280058/000128005821000006/0001280058-21-000006-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005820000011/0001280058-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005819000007/0001280058-19-000007-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005818000007/0001280058-18-000007-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005817000006/0001280058-17-000006-index.htm,https://www.sec.gov/Archives/edgar/data/0001280058/000128005822000010/0001280058-22-000010-index.htm,,,,,,,,,,,,,
1609702,https://www.sec.gov/Archives/edgar/data/1609702/000160970216000046/0001609702-16-000046-index.htm,https://www.sec.gov/Archives/edgar/data/1609702/000160970215000013/0001609702-15-000013-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1609702/000160970221000058/0001609702-21-000058-index.htm,https://www.sec.gov/Archives/edgar/data/1609702/000160970220000015/0001609702-20-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1609702/000160970219000015/0001609702-19-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1609702/000160970218000034/0001609702-18-000034-index.htm,https://www.sec.gov/Archives/edgar/data/1609702/000160970217000016/0001609702-17-000016-index.htm,,,,,,,,,,,,,,
1576169,https://www.sec.gov/Archives/edgar/data/1576169/000119312516478532/0001193125-16-478532-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000119312515070241/0001193125-15-070241-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000119312514108654/0001193125-14-108654-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1576169/000156459021011839/0001564590-21-011839-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000156459020008764/0001564590-20-008764-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000156459019004453/0001564590-19-004453-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000156459018005797/0001564590-18-005797-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000156459017002411/0001564590-17-002411-index.htm,https://www.sec.gov/Archives/edgar/data/1576169/000156459022008597/0001564590-22-008597-index.htm,,,,,,,,,,,,,
1739942,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1739942/000173994221000043/0001739942-21-000043-index.htm,https://www.sec.gov/Archives/edgar/data/1739942/000173994220000011/0001739942-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1739942/000173994219000010/0001739942-19-000010-index.htm,,,https://www.sec.gov/Archives/edgar/data/1739942/000173994222000020/0001739942-22-000020-index.htm,,,,,,,,,,,,,
796343,https://www.sec.gov/Archives/edgar/data/796343/000079634316000224/0000796343-16-000224-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634315000022/0000796343-15-000022-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634314000004/0000796343-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634313000008/0000796343-13-000008-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/796343/000079634321000004/0000796343-21-000004-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634320000013/0000796343-20-000013-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634319000019/0000796343-19-000019-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634318000015/0000796343-18-000015-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634317000031/0000796343-17-000031-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634322000032/0000796343-22-000032-index.htm,,,,,,,,,,,,,
1580808,https://www.sec.gov/Archives/edgar/data/1580808/000158080816000073/0001580808-16-000073-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000158080815000010/0001580808-15-000010-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1580808/000158080821000043/0001580808-21-000043-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000158080820000014/0001580808-20-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000162828019003017/0001628280-19-003017-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000162828018011503/0001628280-18-011503-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000158080817000013/0001580808-17-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000158080822000053/0001580808-22-000053-index.htm,,,,,,,,,,,,,
0001786352,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001786352/000156459021046383/0001564590-21-046383-index.htm,https://www.sec.gov/Archives/edgar/data/0001786352/000156459020041865/0001564590-20-041865-index.htm,,,,,,,,,,,,,,,,,
317788,https://www.sec.gov/Archives/edgar/data/317788/000162828016017110/0001628280-16-017110-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000156459015005080/0001564590-15-005080-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000119312514256053/0001193125-14-256053-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000119312513279804/0001193125-13-279804-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000114420412037402/0001144204-12-037402-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000114420411042003/0001144204-11-042003-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000114420410037919/0001144204-10-037919-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000114420409037286/0001144204-09-037286-index.htm,,https://www.sec.gov/Archives/edgar/data/317788/000162828021012023/0001628280-21-012023-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000162828020008824/0001628280-20-008824-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000162828019007512/0001628280-19-007512-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000162828018007821/0001628280-18-007821-index.htm,https://www.sec.gov/Archives/edgar/data/317788/000162828017006453/0001628280-17-006453-index.htm,,https://www.sec.gov/Archives/edgar/data/317788/000031778896000001/0000317788-96-000001-index.htm,,,,,,,,,,,,
1361113,https://www.sec.gov/Archives/edgar/data/1361113/000117184316007861/0001171843-16-007861-index.htm,https://www.sec.gov/Archives/edgar/data/1361113/000119312515054287/0001193125-15-054287-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1361113/000162828021001677/0001628280-21-001677-index.htm,https://www.sec.gov/Archives/edgar/data/1361113/000162828020001362/0001628280-20-001362-index.htm,https://www.sec.gov/Archives/edgar/data/1361113/000162828019001223/0001628280-19-001223-index.htm,https://www.sec.gov/Archives/edgar/data/1361113/000117184318001113/0001171843-18-001113-index.htm,https://www.sec.gov/Archives/edgar/data/1361113/000117184317000799/0001171843-17-000799-index.htm,https://www.sec.gov/Archives/edgar/data/1361113/000162828022002017/0001628280-22-002017-index.htm,,,,,,,,,,,,,
727634,https://www.sec.gov/Archives/edgar/data/727634/000072763416000040/0000727634-16-000040-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763415000012/0000727634-15-000012-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763414000008/0000727634-14-000008-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763413000004/0000727634-13-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763412000007/0000727634-12-000007-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763411000009/0000727634-11-000009-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763410000001/0000727634-10-000001-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763409000004/0000727634-09-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763408000004/0000727634-08-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000121390021020616/0001213900-21-020616-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000121390020007926/0001213900-20-007926-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000121390019005445/0001213900-19-005445-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000121390018003811/0001213900-18-003811-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000121390017003126/0001213900-17-003126-index.htm,,,https://www.sec.gov/Archives/edgar/data/727634/000072763407000004/0000727634-07-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763406000003/0000727634-06-000003-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763405000004/0000727634-05-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763404000004/0000727634-04-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763403000004/0000727634-03-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763402000003/0000727634-02-000003-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763401000004/0000727634-01-000004-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000104746998012932/0001047469-98-012932-index.htm,,https://www.sec.gov/Archives/edgar/data/727634/000072763400000003/0000727634-00-000003-index.htm,https://www.sec.gov/Archives/edgar/data/727634/000072763499000003/0000727634-99-000003-index.htm,
1017655,https://www.sec.gov/Archives/edgar/data/1017655/000141588916005382/0001415889-16-005382-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000114420415019424/0001144204-15-019424-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000114420414019476/0001144204-14-019476-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000114420413021865/0001144204-13-021865-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000101765512000025/0001017655-12-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000114036111016136/0001140361-11-016136-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000114036110011587/0001140361-10-011587-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000116923209001576/0001169232-09-001576-index.htm,,https://www.sec.gov/Archives/edgar/data/1017655/000165495421003649/0001654954-21-003649-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000165495420003514/0001654954-20-003514-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000165495419003887/0001654954-19-003887-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000165495418003409/0001654954-18-003409-index.htm,https://www.sec.gov/Archives/edgar/data/1017655/000165495417002927/0001654954-17-002927-index.htm,,,,,,,,,,,,,,
0001468666,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001468666/000146866621000012/0001468666-21-000012-index.htm,https://www.sec.gov/Archives/edgar/data/0001468666/000146866620000019/0001468666-20-000019-index.htm,https://www.sec.gov/Archives/edgar/data/0001468666/000146866619000022/0001468666-19-000022-index.htm,https://www.sec.gov/Archives/edgar/data/0001468666/000146866618000011/0001468666-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/0001468666/000146866617000015/0001468666-17-000015-index.htm,,,,,,,,,,,,,,
